V1,V2,V3,V4,V5,AName
6,11,0,5,86,池南村
6,12,0,5,86,將軍村
6,7,0,6,86,頂溪里
6,10,0,6,86,大埔村
6,9,0,7,86,繁隆村
5,0,0,8,86,興隆里
1,0,0,2,87,新安里
6,14,0,2,87,境福里
6,1,0,3,87,東澳里
6,2,0,3,87,光興里
6,3,0,4,87,石光里
6,6,0,4,87,互助村
6,8,0,4,87,田尾里
6,13,0,4,87,和平里
2,0,0,5,87,頂福里
3,0,0,5,87,中正里
4,0,0,5,87,桐寮里
6,4,0,5,87,新埔里
6,5,0,5,87,外中村
6,11,0,5,87,平和村
6,12,0,5,87,東吉村
6,7,0,6,87,中溪里
6,10,0,6,87,新興村
6,9,0,7,87,繁華村
5,0,0,8,87,中圳里
1,0,0,2,88,陽明里
6,14,0,2,88,士林里
6,1,0,3,88,南強里
6,2,0,3,88,中和里
6,3,0,4,88,東平里
6,6,0,4,88,新生村
6,8,0,4,88,港尾里
6,13,0,4,88,仙洞里
2,0,0,5,88,下福里
3,0,0,5,88,中和里
4,0,0,5,88,後宅里
6,4,0,5,88,內島里
6,5,0,5,88,外埔村
6,11,0,5,88,志學村
6,12,0,5,88,東坪村
6,7,0,6,88,下溪里
6,10,0,6,88,錦園村
6,9,0,7,88,榮華村
5,0,0,8,88,東門里
1,0,0,2,89,菁山里
6,14,0,2,89,古賢里
6,1,0,3,89,朝陽里
6,2,0,3,89,北門里
6,3,0,4,89,上林里
6,8,0,4,89,過溝里
6,13,0,4,89,太白里
2,0,0,5,89,嘉寶里
3,0,0,5,89,文化里
4,0,0,5,89,孫厝里
6,4,0,5,89,白東里
6,5,0,5,89,大崙村
6,6,0,5,89,廣興村
6,11,0,5,89,志學村、池南村
6,12,0,5,89,西坪村
6,7,0,6,89,東屯里
6,10,0,6,89,萬安村
5,0,0,8,89,泰安里
6,9,0,8,89,內埔村
1,0,0,2,90,平等里
6,14,0,2,90,南寮里
6,2,0,3,90,中路里
6,1,0,4,90,石城里
6,3,0,4,90,新力里
6,8,0,4,90,麻寮里
6,13,0,4,90,協和里
2,0,0,5,90,瑞平里
3,0,0,5,90,安仁里
4,0,0,5,90,竹埔里
6,4,0,5,90,白西里
6,5,0,5,90,番婆村
6,6,0,5,90,崁頂村
6,11,0,5,90,米棧村
6,12,0,5,90,花嶼村
6,7,0,6,90,西屯里
6,10,0,6,90,富興村
5,0,0,8,90,瀰濃里
6,9,0,8,90,內田村
1,0,0,2,91,溪山里
6,14,0,2,91,康樂里
6,2,0,3,91,中信里
6,1,0,4,91,大里里
6,3,0,4,91,南和里
6,8,0,4,91,南新里
6,13,0,4,91,文化里
2,0,0,5,91,太平里
3,0,0,5,91,草湳里
4,0,0,5,91,下林里
6,5,0,5,91,橋頭村
6,6,0,5,91,八仙村
6,11,0,5,91,月眉村
6,4,0,6,91,銅鑼村
6,7,0,6,91,芳草里
6,10,0,6,91,振興村
6,12,0,6,91,東湖村
5,0,0,8,91,清水里
6,9,0,8,91,興南村
1,0,0,2,92,翠山里
6,14,0,2,92,中寮里
6,2,0,3,92,中山里
6,1,0,4,92,龜山里
6,8,0,4,92,北新里
6,13,0,4,92,德安里
3,0,0,5,92,南簡里
4,0,0,5,92,田寮里
6,3,0,5,92,和興村
6,5,0,5,92,社尾村
6,6,0,5,92,福盛村
6,11,0,5,92,鹽寮村
2,0,0,6,92,大科里
6,4,0,6,92,樟樹村
6,7,0,6,92,墾地里
6,12,0,6,92,西湖村
6,10,0,7,92,都蘭村
5,0,0,8,92,吉洋里
6,9,0,8,92,義亭村
1,0,0,2,93,臨溪里
6,14,0,2,93,海濱里
6,2,0,3,93,中平里
6,1,0,4,93,大溪里
6,8,0,4,93,埤鄉里
6,13,0,4,93,德和里
3,0,0,5,93,福德里
4,0,0,5,93,大豐里
6,3,0,5,93,東興村
6,5,0,5,93,番社村
6,6,0,5,93,和興村
6,11,0,5,93,水璉村
2,0,0,6,93,黎明里
6,4,0,6,93,九湖村
6,7,0,6,93,北溪里
6,12,0,6,93,中和村
6,10,0,7,93,興昌村
5,0,0,8,93,吉和里
6,9,0,8,93,美和村
6,14,0,2,94,港北里
1,0,0,3,94,玉泉里
6,2,0,3,94,中原里
6,1,0,4,94,合興里
6,13,0,4,94,中和里
3,0,0,5,94,大庄里
4,0,0,5,94,飯店里
6,3,0,5,94,德盛村
6,5,0,5,94,西勢村
6,6,0,5,94,永平村
6,8,0,5,94,岱江里
2,0,0,6,94,山腳里
6,4,0,6,94,朝陽村
6,7,0,6,94,三合里
6,11,0,6,94,鳳仁里
6,12,0,6,94,平和村
6,10,0,7,94,隆昌村
5,0,0,8,94,吉東里
6,9,0,8,94,和興村
6,14,0,2,95,舊港里
1,0,0,3,95,建明里
6,2,0,3,95,中泰里
6,1,0,4,95,更新里
6,13,0,4,95,和慶里
3,0,0,5,95,大村里
4,0,0,5,95,河南里
6,3,0,5,95,愛勢村
6,5,0,5,95,同安村
6,6,0,5,95,復興村
6,8,0,5,95,九龍里
2,0,0,6,95,福泰里
6,4,0,6,95,竹森村
6,11,0,6,95,鳳義里
6,12,0,6,95,海豐村
6,7,0,7,95,四湖村
6,10,0,7,95,東河村
5,0,0,8,95,廣林里
6,9,0,8,95,東寧村
1,0,0,3,96,建功里
6,2,0,3,96,中聖里
6,14,0,3,96,頂埔里
6,1,0,4,96,外澳里
6,13,0,4,96,西康里
3,0,0,5,96,興農里
4,0,0,5,96,南港里
6,3,0,5,96,仁勢村
6,5,0,5,96,秀厝村
6,6,0,5,96,中寮村
6,8,0,5,96,岑海里
2,0,0,6,96,福興里
6,4,0,6,96,福興村
6,11,0,6,96,鳳禮里
6,12,0,6,96,南港村
6,7,0,7,96,湖西村
6,10,0,7,96,泰源村
6,9,0,8,96,豐田村
5,0,0,9,96,茂林里
1,0,0,3,97,建泰里
6,2,0,3,97,中德里
6,14,0,3,97,頂福里
6,1,0,4,97,港口里
6,13,0,4,97,西定里
3,0,0,5,97,永寧里
6,3,0,5,97,孝勢村
6,5,0,5,97,福興村
6,6,0,5,97,廣福村
6,8,0,5,97,興中里
2,0,0,6,97,楓樹里
4,0,0,6,97,忠政里
6,4,0,6,97,中平村
6,11,0,6,97,鳳智里
6,7,0,7,97,新庄村
6,10,0,7,97,北源村
6,9,0,8,97,振豐村
5,0,0,9,97,萬山里
1,0,0,3,98,永樂里
6,2,0,3,98,中正里
6,14,0,3,98,中埔里
6,1,0,4,98,武營里
6,13,0,4,98,西華里
3,0,0,5,98,永安里
6,3,0,5,98,中勢村
6,5,0,5,98,福南村
6,6,0,5,98,永福村
6,8,0,5,98,光復里
2,0,0,6,98,同榮里
4,0,0,6,98,民權里
6,4,0,6,98,興隆村
6,11,0,6,98,鳳信里
6,7,0,7,98,溪底村
6,10,0,7,98,尚德村
6,9,0,8,98,富田村
5,0,0,9,98,多納里
1,0,0,3,99,朝陽里
6,2,0,3,99,文中里
6,14,0,3,99,牛埔里
6,1,0,4,99,大坑里
6,13,0,4,99,西榮里
6,3,0,5,99,中正村
6,5,0,5,99,鎮平村
6,6,0,5,99,義和村
6,8,0,5,99,見龍里
2,0,0,6,99,同興里
3,0,0,6,99,居仁里
4,0,0,6,99,三仙里
6,4,0,6,99,盛隆村
6,11,0,6,99,山興里
6,7,0,7,99,鹿場村
6,9,0,8,99,竹圍村
6,10,0,8,99,寧埔村
5,0,0,10,99,石安里
1,0,0,3,100,星明里
6,2,0,3,100,中成里
6,14,0,3,100,埔前里
6,1,0,4,100,城東里
6,3,0,5,100,信勢村
6,5,0,5,100,三和村
6,6,0,5,100,清水村
6,8,0,5,100,新厝里
6,13,0,5,100,新西里
2,0,0,6,100,全興里
3,0,0,6,100,洛泉里
4,0,0,6,100,好平里
6,4,0,6,100,新隆村
6,11,0,6,100,大榮里
6,7,0,7,100,蔡厝村
6,9,0,8,100,東勢村
6,10,0,8,100,竹湖村
5,0,0,10,100,中路里
1,0,0,3,101,光能里
6,2,0,3,101,玉山里
6,14,0,3,101,樹下里
6,1,0,4,101,城北里
6,3,0,5,101,信義村
6,5,0,5,101,二港村
6,6,0,5,101,內城村
6,8,0,5,101,龍江里
6,13,0,5,101,西川里
2,0,0,6,101,義學里
3,0,0,6,101,沙鹿里
4,0,0,6,101,延平里
6,11,0,6,101,北林里
6,4,0,7,101,苑東里
6,7,0,7,101,湖寮村
6,9,0,8,101,東片村
6,10,0,8,101,長濱村
5,0,0,10,101,峯山里
1,0,0,3,102,大有里
6,2,0,3,102,泰山里
6,14,0,3,102,浸水里
6,1,0,4,102,城西里
6,3,0,5,102,波羅村
6,5,0,5,102,福寶村
6,6,0,5,102,龍安村
6,8,0,5,102,西安里
6,13,0,5,102,定國里
2,0,0,6,102,義仁里
3,0,0,6,102,美仁里
4,0,0,6,102,永生里
6,11,0,6,102,南平里
6,4,0,7,102,苑南里
6,7,0,7,102,施湖村
6,9,0,8,102,上樹村
6,10,0,8,102,忠勇村
5,0,0,10,102,港後里
1,0,0,3,103,延平里
6,2,0,3,103,龍岡里
6,14,0,3,103,虎林里
6,1,0,4,103,城南里
6,3,0,5,103,長嶺村
6,5,0,5,103,頂粘村
6,6,0,5,103,爽文村
6,8,0,5,103,中安里
6,13,0,5,103,定邦里
2,0,0,6,103,明志里
3,0,0,6,103,興仁里
4,0,0,6,103,大宏里
6,11,0,6,103,林榮里
6,4,0,7,103,苑北里
6,7,0,7,103,羊調村
6,9,0,8,103,老埤村
6,10,0,8,103,三間村
5,0,0,10,103,崗山里
1,0,0,3,104,雙連里
6,2,0,3,104,龍安里
6,14,0,3,104,虎山里
6,1,0,4,104,竹安里
6,3,0,5,104,長安村
6,5,0,5,104,廈粘村
6,6,0,5,104,龍岩村
6,8,0,5,104,東安里
6,13,0,5,104,慈仁里
2,0,0,6,104,泰友里
3,0,0,6,104,興安里
4,0,0,6,104,王公里
6,11,0,6,104,長橋里
6,4,0,7,104,西平里
6,7,0,7,104,內湖村
6,9,0,8,104,中林村
6,10,0,8,104,樟原村、三間村
5,0,0,10,104,阿蓮里
1,0,0,3,105,南芳里
6,2,0,3,105,龍鳳里
6,14,0,3,105,港南里
6,1,0,4,105,新建里
6,3,0,5,105,湖口村
6,5,0,5,105,麥厝村
6,6,0,5,105,永芳村
6,8,0,5,105,樹林里
6,13,0,5,105,干城里
2,0,0,6,105,新明里
3,0,0,6,105,斗抵里
4,0,0,6,105,新東里
6,11,0,6,105,森榮里
6,4,0,7,105,苑港里
6,7,0,7,105,飛東村
6,9,0,8,105,龍泉村
6,10,0,8,105,樟原村
5,0,0,10,105,清蓮里
1,0,0,3,106,民權里
6,2,0,3,106,龍祥里
6,14,0,3,106,東香里
6,1,0,4,106,拔雅里
6,3,0,5,106,湖鏡村
6,6,0,5,106,永和村
6,8,0,5,106,貴舍里
6,13,0,5,106,永康里
2,0,0,6,106,貴子里
3,0,0,6,106,鹿峰里
4,0,0,6,106,中營里
6,5,0,6,106,秀水村
6,4,0,7,106,西勢里
6,7,0,7,106,飛沙村
6,11,0,7,106,大華村
6,9,0,8,106,龍潭村
6,10,0,9,106,美和村
5,0,0,10,106,和蓮里
1,0,0,3,107,景星里
6,2,0,3,107,龍壽里
6,14,0,3,107,香村里
6,1,0,4,107,福成里
6,3,0,5,107,湖南村
6,8,0,5,107,永安里
6,13,0,5,107,安和里
2,0,0,6,107,貴賢里
3,0,0,6,107,鹿寮里
4,0,0,6,107,土庫里
6,5,0,6,107,安溪村
6,6,0,6,107,魚池村
6,4,0,7,107,海岸里
6,7,0,7,107,三姓村
6,11,0,7,107,大安村
6,9,0,8,107,建興村
6,10,0,9,107,三和村
5,0,0,10,107,青旗里
1,0,0,3,108,隆和里
6,2,0,3,108,龍山里
6,14,0,3,108,香山里
6,1,0,4,108,金面里
6,3,0,5,108,中興村
6,8,0,5,108,東港里
6,13,0,5,108,樂一里
2,0,0,6,108,貴和里
3,0,0,6,108,竹林里
4,0,0,6,108,興安里
6,5,0,6,108,莊雅村
6,6,0,6,108,東池村
6,4,0,7,108,房裡里
6,7,0,7,108,崙北村
6,11,0,7,108,大平村
6,9,0,8,108,大新村
6,10,0,9,108,華源村
5,0,0,10,108,復安里
1,0,0,3,109,蓬萊里
6,2,0,3,109,東埔里
6,14,0,3,109,大庄里
6,1,0,4,109,金盈里
6,3,0,5,109,鳳凰村
6,8,0,5,109,江山里
6,13,0,5,109,嘉仁里
3,0,0,6,109,犁分里
4,0,0,6,109,南興里
6,5,0,6,109,陝西村
6,6,0,6,109,大林村
2,0,0,7,109,興珍里
6,4,0,7,109,客庄里
6,7,0,7,109,崙南村
6,11,0,7,109,大馬村
6,9,0,8,109,黎明村
6,10,0,9,109,北里村
5,0,0,10,109,玉庫里
1,0,0,3,110,國順里
6,2,0,3,110,信光里
6,14,0,3,110,美山里
6,1,0,4,110,頂埔里
6,3,0,5,110,勝利村
6,8,0,5,110,菜舖里
6,13,0,5,110,三民里
3,0,0,6,110,福興里
4,0,0,6,110,興業里
6,5,0,6,110,金興村
6,6,0,6,110,東光村
2,0,0,7,110,更寮里
6,4,0,7,110,中正里
6,7,0,7,110,廣溝村
6,11,0,7,110,大同村
6,9,0,8,110,隘寮村
6,10,0,9,110,大王村
5,0,0,10,110,南蓮里
1,0,0,3,111,國慶里
6,2,0,3,111,永安里
6,14,0,3,111,朝山里
6,1,0,4,111,下埔里
6,3,0,5,111,鳳山村
6,8,0,5,111,考試里
6,13,0,5,111,壯觀里
3,0,0,6,111,北勢里
4,0,0,6,111,民生里
6,5,0,6,111,安東村
6,6,0,6,111,共和村
2,0,0,7,111,觀音里
6,4,0,7,111,苑坑里
6,7,0,7,111,萡子村
6,11,0,7,111,東富村
6,9,0,8,111,水門村
6,10,0,9,111,泰和村
5,0,0,11,111,鹿埔里
1,0,0,3,112,揚雅里
6,2,0,3,112,中寧里
6,14,0,3,112,海山里
6,1,0,4,112,中崙里
6,8,0,5,112,振寮里
6,13,0,5,112,四維里
3,0,0,6,112,晉江里
4,0,0,6,112,新北里
6,3,0,6,112,福興村
6,5,0,6,112,鶴鳴村
6,6,0,6,112,共和村、新城村
2,0,0,7,112,集福里
6,4,0,7,112,水坡里
6,7,0,7,112,萡東村
6,11,0,7,112,西富村
6,9,0,9,112,瑪家村
6,10,0,9,112,香蘭村
5,0,0,11,112,南安里
1,0,0,3,113,斯文里
6,2,0,3,113,同德里
6,14,0,3,113,鹽水里
6,1,0,4,113,二城里
6,8,0,5,113,新岑里
6,13,0,5,113,五福里
3,0,0,6,113,六路里
4,0,0,6,113,新南里
6,3,0,6,113,青埔村
6,5,0,6,113,馬興村
6,6,0,6,113,新城村
2,0,0,7,113,集賢里
6,4,0,7,113,新復里
6,7,0,7,113,林厝村
6,11,0,7,113,南富村
6,9,0,9,113,北葉村
6,10,0,9,113,金崙村
5,0,0,11,113,大同里
1,0,0,3,114,鄰江里
6,2,0,3,114,明德里
6,14,0,3,114,內湖里
6,1,0,5,114,白雲村
6,8,0,5,114,新民里
6,13,0,5,114,六合里
3,0,0,6,114,南勢里
4,0,0,6,114,民榮里
6,3,0,6,114,後湖村
6,5,0,6,114,義興村
6,6,0,6,114,大雁村
2,0,0,7,114,成德里
6,4,0,7,114,山脚里
6,7,0,7,114,林東村
6,11,0,7,114,北富村
6,9,0,9,114,三和村
6,10,0,9,114,多良村
5,0,0,11,114,田寮里
1,0,0,3,115,至聖里
6,2,0,3,115,中埔里
6,14,0,3,115,南港里
6,1,0,5,115,玉石村
6,8,0,5,115,復興里
6,13,0,5,115,七賢里
3,0,0,6,115,埔子里
4,0,0,6,115,埤寮里
6,3,0,6,115,瑞興村
6,5,0,6,115,福安村
6,6,0,6,115,五城村
2,0,0,7,115,成州里
6,4,0,7,115,舊社里
6,7,0,7,115,溪尾村
6,11,0,7,115,大進村
6,9,0,9,115,凉山村
6,10,0,10,115,南興村
5,0,0,11,115,七星里
1,0,0,3,116,老師里
6,2,0,3,116,南埔里
6,14,0,3,116,中隘里
6,1,0,5,116,德陽村
6,8,0,5,116,好美里
6,13,0,5,116,長樂里
3,0,0,6,116,三鹿里
4,0,0,6,116,護鎮里
6,3,0,6,116,坡頭村
6,5,0,6,116,埔崙村
6,6,0,6,116,中明村
2,0,0,7,116,成功里
6,4,0,7,116,福田里
6,11,0,7,116,大全村
6,7,0,8,116,長南村
6,9,0,9,116,佳義村
6,10,0,10,116,尚武村
5,0,0,11,116,崇德里
1,0,0,3,117,重慶里
6,2,0,3,117,寶慶里
6,14,0,3,117,南隘里
6,1,0,5,117,大忠村
6,13,0,5,117,鶯歌里
3,0,0,6,117,公明里
4,0,0,6,117,太南里
6,3,0,6,117,埔和村
6,5,0,6,117,曾厝村
6,6,0,6,117,水社村
6,8,0,6,117,岸腳村
2,0,0,7,117,成泰里
6,4,0,7,117,石鎮里
6,11,0,7,117,大興村
6,7,0,8,117,長北村
6,9,0,9,117,排灣村
6,10,0,10,117,大武村
5,0,0,11,117,西德里
1,0,0,3,118,保安里
6,2,0,3,118,寶安里
6,14,0,3,118,大湖里
6,1,0,5,118,大義村
6,13,0,5,118,鶯安里
3,0,0,6,118,清泉里
4,0,0,6,118,太北里
6,3,0,6,118,新豐村
6,5,0,6,118,金陵村
6,6,0,6,118,日月村
6,8,0,6,118,義竹村
2,0,0,7,118,五龍里
6,4,0,7,118,蕉埔里
6,11,0,7,118,大富村
6,7,0,8,118,子茂村
6,9,0,10,118,佳平村
6,10,0,10,118,大鳥村
5,0,0,11,118,三和里
6,2,0,3,119,北埔里
6,14,0,3,119,茄苳里
1,0,0,4,119,正守里
6,1,0,5,119,六結村
6,13,0,5,119,興寮里
3,0,0,6,119,西勢里
4,0,0,6,119,南紙里
6,3,0,6,119,員山村
6,5,0,6,119,下崙村
6,6,0,6,119,頭社村
6,8,0,6,119,六桂村
2,0,0,7,119,五福里
6,4,0,7,119,南勢里
6,11,0,7,119,大豐村
6,7,0,8,119,後湖村
6,9,0,10,119,武潭村
6,10,0,10,119,大竹村
5,0,0,11,119,古亭里
6,2,0,3,120,瑞慶里
1,0,0,4,120,正義里
6,1,0,5,120,二龍村
6,13,0,5,120,外寮里
4,0,0,6,120,嘉芳里
6,3,0,6,120,忠孝村
6,6,0,6,120,武登村
6,8,0,6,120,仁里村
2,0,0,7,120,六福里
3,0,0,7,120,竹坑里
6,4,0,7,120,泰田里
6,5,0,7,120,桃源里
6,7,0,8,120,山內村
6,11,0,8,120,靜浦村
6,9,0,10,120,平和村
5,0,0,11,120,新興里
6,10,0,11,120,南寮村
6,2,0,3,121,西埔里
1,0,0,4,121,正得里
6,1,0,5,121,時潮村
6,13,0,5,121,新崙里
4,0,0,6,121,舊廍里
6,3,0,6,121,山崎村
6,8,0,6,121,傳芳村
2,0,0,7,121,民義里
3,0,0,7,121,龍東里
6,4,0,7,121,上舘里
6,5,0,7,121,東興里
6,6,0,7,121,龍泉里
6,7,0,8,121,合和村
6,11,0,8,121,港口村
6,9,0,10,121,萬安村
6,10,0,11,121,中寮村
5,0,0,12,121,尖山里
6,2,0,3,122,慈文里
1,0,0,4,122,民安里
6,1,0,5,122,玉田村
6,13,0,5,122,武崙里
4,0,0,6,122,角帶里
6,3,0,6,122,中崙村
6,8,0,6,122,頭竹村
2,0,0,7,122,五股里
3,0,0,7,122,龍西里
6,4,0,7,122,玉田里
6,5,0,7,122,華北里
6,6,0,7,122,康壽里
6,7,0,8,122,五塊村
6,11,0,8,122,豐濱村
6,9,0,10,122,佳興村
6,10,0,11,122,公舘村
5,0,0,12,122,瓊林里
6,2,0,3,123,新埔里
1,0,0,4,123,康樂里
6,1,0,5,123,三民村
6,13,0,5,123,中崙里
4,0,0,6,123,鐵線里
6,3,0,6,123,上坑村
6,8,0,6,123,五厝村
2,0,0,7,123,德音里
3,0,0,7,123,田中里
6,4,0,7,123,社苓里
6,5,0,7,123,華陽里
6,6,0,7,123,三民里
6,7,0,8,123,潭西村
6,11,0,8,123,新社村
6,9,0,10,123,泰武村
5,0,0,12,123,安招里
6,10,0,12,123,加拿村
6,2,0,3,124,同安里
1,0,0,4,124,中山里
6,1,0,5,124,林美村
6,13,0,5,124,內寮里
4,0,0,6,124,五興里
6,3,0,6,124,鳳坑村
6,8,0,6,124,中平村
2,0,0,7,124,水碓里
3,0,0,7,124,福田里
6,4,0,7,124,山柑里
6,5,0,7,124,大同里
6,6,0,7,124,仁和里
6,7,0,8,124,潭東村
6,11,0,8,124,磯崎村
6,9,0,11,124,竹田村
5,0,0,12,124,角宿里
6,10,0,12,124,崁頂村
6,2,0,3,125,莊敬里
1,0,0,4,125,聚盛里
6,1,0,5,125,白鵝村
4,0,0,6,125,姑爺里
6,3,0,6,125,重興村
6,8,0,6,125,埤前村
6,13,0,6,125,八西里
2,0,0,7,125,福德里
3,0,0,7,125,麗水里
6,4,0,7,125,田心里
6,5,0,7,125,永生里
6,6,0,7,125,南投里
6,7,0,8,125,客厝村
6,11,0,9,125,西林村
6,9,0,11,125,竹南村
5,0,0,12,125,鳳雄里
6,10,0,12,125,海端村
6,2,0,3,126,自強里
1,0,0,4,126,集英里
6,1,0,5,126,玉光村
6,3,0,6,126,崎頂村
6,8,0,6,126,平溪村
6,13,0,6,126,八中里
2,0,0,7,126,德泰里
3,0,0,7,126,龍津里
4,0,0,7,126,士林里
6,5,0,7,126,建寶里
6,6,0,7,126,彰仁里
6,4,0,8,126,廣盛村
6,7,0,8,126,卓運村
6,11,0,9,126,見晴村
6,9,0,11,126,糶糴村
5,0,0,12,126,金山里
6,10,0,12,126,廣原村
6,2,0,3,127,長安里
1,0,0,4,127,聚葉里
6,1,0,5,127,光武村
6,3,0,6,127,松林村
6,8,0,6,127,後鎮村
6,13,0,6,127,八堵里
2,0,0,7,127,貿商里
3,0,0,7,127,三德里
4,0,0,7,127,光福里
6,5,0,7,127,光南里
6,6,0,7,127,崇文里
6,4,0,8,127,勝興村
6,7,0,8,127,頂寮村
6,11,0,9,127,萬榮村
6,9,0,11,127,履豐村
5,0,0,12,127,東燕里
6,10,0,12,127,霧鹿村
6,2,0,3,128,長德里
1,0,0,4,128,圓山里
6,1,0,5,128,吳沙村
6,3,0,6,128,松柏村
6,8,0,6,128,北華村
6,13,0,6,128,八南里
2,0,0,7,128,陸一里
3,0,0,7,128,忠和里
4,0,0,7,128,中埕里
6,5,0,7,128,介壽里
6,6,0,7,128,三興里
6,4,0,8,128,双湖村
6,7,0,8,128,下寮村
6,11,0,9,128,明利村
6,9,0,11,128,頭崙村
5,0,0,12,128,南燕里
6,10,0,12,128,利稻村
6,2,0,3,129,朝陽里
1,0,0,4,129,晴光里
6,1,0,5,129,龍潭村
6,8,0,6,129,新店村
6,13,0,6,129,過港里
3,0,0,7,129,山腳里
4,0,0,7,129,東昇里
6,3,0,7,129,華龍村
6,5,0,7,129,延平里
6,6,0,7,129,三和里
2,0,0,8,129,光華里
6,4,0,8,129,双潭村
6,7,0,8,129,龍岩村
6,11,0,9,129,馬遠村
6,9,0,11,129,二崙村
5,0,0,12,129,西燕里
6,10,0,13,129,桃源村
6,2,0,3,130,成功里
1,0,0,4,130,恆安里
6,1,0,5,130,匏崙村
6,8,0,6,130,東過村
6,13,0,6,130,暖暖里
3,0,0,7,130,龍泉里
4,0,0,7,130,八翁里
6,3,0,7,130,五龍村
6,5,0,7,130,延和里
6,6,0,7,130,嘉興里
2,0,0,8,130,光明里
6,4,0,8,130,西湖村
6,7,0,8,130,西莊村
6,11,0,9,130,紅葉村
6,9,0,11,130,美崙村
5,0,0,12,130,橫山里
6,10,0,13,130,紅葉村
6,2,0,3,131,東門里
1,0,0,4,131,新庄里
6,1,0,5,131,二結村
6,8,0,6,131,西過村
6,13,0,6,131,暖同里
3,0,0,7,131,龍崗里
4,0,0,7,131,人和里
6,3,0,7,131,秀湖村
6,5,0,7,131,南興里
6,6,0,7,131,嘉和里
2,0,0,8,131,中路里
6,4,0,8,131,龍騰村
6,7,0,8,131,鹿北村
6,11,0,10,131,瑞穗村
6,9,0,11,131,南勢村
5,0,0,12,131,深水里
6,10,0,13,131,永康村
6,2,0,3,132,東山里
1,0,0,4,132,劍潭里
6,1,0,6,132,吉祥村
6,8,0,6,132,官和村
6,13,0,6,132,暖東里
3,0,0,7,132,新庄里
4,0,0,7,132,太康里
6,3,0,7,132,永興村
6,5,0,7,132,南瑶里
6,6,0,7,132,平和里
2,0,0,8,132,永安里
6,4,0,8,132,鯉魚潭村
6,7,0,8,132,鹿南村
6,11,0,10,132,瑞美村
6,9,0,11,132,西勢村
5,0,0,13,132,嘉誠里
6,10,0,13,132,武陵村
1,0,0,4,133,大直里
6,2,0,4,133,大園村
6,1,0,6,133,古結村
6,8,0,6,133,官順村
6,13,0,6,133,暖西里
3,0,0,7,133,南寮里
4,0,0,7,133,重溪里
6,3,0,7,133,石潭村
6,5,0,7,133,成功里
6,6,0,7,133,振興里
2,0,0,8,133,九芎里
6,7,0,8,133,瓦磘村
6,4,0,9,133,流東里
6,11,0,10,133,瑞良村
6,9,0,11,133,福田村
5,0,0,13,133,保社里
6,10,0,13,133,鸞山村
1,0,0,4,134,成功里
6,2,0,4,134,田心村
6,1,0,6,134,美福村
6,8,0,6,134,新富村
6,13,0,6,134,碇內里
3,0,0,7,134,東海里
4,0,0,7,134,篤農里
6,3,0,7,134,新鳳村
6,5,0,7,134,福安里
6,6,0,7,134,千秋里
2,0,0,8,134,延平里
6,7,0,8,134,內寮村
6,4,0,9,134,珊湖里
6,11,0,10,134,瑞祥村
6,9,0,11,134,永豐村
5,0,0,13,134,大社里
6,10,0,14,134,嘉蘭村
1,0,0,4,135,永安里
6,2,0,4,135,溪海村
6,1,0,6,135,新南村
6,8,0,6,135,東光村
6,13,0,6,135,碇和里
3,0,0,7,135,新東里
4,0,0,7,135,大農里
6,3,0,7,135,中坑村
6,5,0,7,135,西安里
6,6,0,7,135,軍功里
2,0,0,8,135,中華里
6,7,0,8,135,崙仔村
6,4,0,9,135,斗煥里
6,11,0,10,135,瑞北村
6,9,0,11,135,六巷村
5,0,0,13,135,保安里
6,10,0,14,135,正興村
1,0,0,4,136,大佳里
6,2,0,4,136,和平村
6,1,0,6,136,東港村
6,8,0,6,136,東榮村
6,13,0,6,136,碇祥里
4,0,0,7,136,神農里
6,3,0,7,136,水坑村
6,5,0,7,136,彰安里
6,6,0,7,136,東山里
2,0,0,8,136,中原里
3,0,0,8,136,王田里
6,7,0,8,136,新吉村
6,4,0,9,136,新華里
6,11,0,10,136,舞鶴村
6,9,0,11,136,泗洲村
5,0,0,13,136,三奶里
6,10,0,14,136,新興村
1,0,0,4,137,金泰里
6,2,0,4,137,橫峰村
6,1,0,6,137,復興村
6,8,0,6,137,龍蛟村
6,13,0,6,137,碇安里
4,0,0,7,137,果毅里
6,3,0,7,137,文林村
6,5,0,7,137,中央里
6,6,0,7,137,營南里
2,0,0,8,137,長安里
3,0,0,8,137,中和里
6,4,0,9,137,興隆里
6,7,0,9,137,口湖村
6,11,0,10,137,鶴岡村
6,9,0,11,137,大湖村
5,0,0,13,137,觀音里
6,10,0,14,137,賓茂村
1,0,0,4,138,北安里
6,2,0,4,138,五權村
6,1,0,6,138,過嶺村
6,8,0,6,138,溪洲村
4,0,0,7,138,旭山里
6,3,0,7,138,芎林村
6,5,0,7,138,富貴里
6,6,0,7,138,營北里
6,13,0,7,138,長興里
2,0,0,8,138,忠義里
3,0,0,8,138,福山里
6,4,0,9,138,上埔里
6,7,0,9,138,湖東村
6,11,0,10,138,奇美村
6,9,0,11,138,鳳明村
5,0,0,13,138,神農里
6,10,0,14,138,歷坵村
1,0,0,4,139,新喜里
6,2,0,4,139,埔心村
6,1,0,6,139,永鎮村
6,3,0,7,139,上山村
6,5,0,7,139,民權里
6,6,0,7,139,內興里
6,8,0,7,139,後寮村
6,13,0,7,139,正光里
