V1,V2,V3,V4,V5,AName
4,0,0,13,216,篤加里
6,4,0,13,216,明德村
6,9,0,14,216,一心里、義勇里
5,0,0,19,216,壽天里
1,0,0,6,217,內溝里
6,2,0,7,217,紅梅里
2,0,0,9,217,仁德里
6,5,0,9,217,嘉興村
6,1,0,10,217,大洲村
6,6,0,10,217,桶頭里
6,8,0,11,217,梅北村
3,0,0,12,217,仁里里
6,7,0,12,217,五魁村
4,0,0,13,217,頂山里
6,4,0,13,217,鳴鳳村
6,9,0,14,217,光華里
5,0,0,19,217,維仁里
1,0,0,6,218,週美里
6,2,0,7,218,永寧里
2,0,0,9,218,忠孝里
6,5,0,9,218,芬園村
6,1,0,10,218,尾塹村
6,6,0,11,218,初鄉村
6,8,0,11,218,過山村
3,0,0,12,218,義里里
6,7,0,12,218,大有村
4,0,0,13,218,西寮里
6,4,0,14,218,百壽村
6,9,0,14,218,永安里
5,0,0,19,218,後紅里
1,0,0,6,219,行善里
6,2,0,7,219,大平里
2,0,0,9,219,仁義里
6,5,0,9,219,縣庄村
6,1,0,11,219,寒溪村
6,6,0,11,219,鹿谷村
6,8,0,11,219,圳南村
3,0,0,12,219,義德里
6,7,0,12,219,豐榮村
4,0,0,13,219,塩埕里
6,4,0,14,219,永興村
6,9,0,14,219,崇蘭里
5,0,0,19,219,大遼里
1,0,0,6,220,石潭里
6,2,0,7,220,秀才里
2,0,0,9,220,光榮里
6,5,0,9,220,圳墘村
6,1,0,11,220,崙埤村
6,6,0,11,220,彰雅村
6,8,0,11,220,圳北村
3,0,0,12,220,后里里
6,7,0,12,220,草湖村
4,0,0,13,220,中寮里
6,4,0,14,220,新店村
6,9,0,14,220,潭墘里
5,0,0,19,220,忠孝里
1,0,0,6,221,湖興里
6,2,0,7,221,東流里
2,0,0,9,221,光輝里
6,5,0,9,221,溪頭村
6,1,0,11,221,松羅村
6,6,0,11,221,廣興村
6,8,0,11,221,雙溪村
3,0,0,12,221,厚里里
6,7,0,12,221,舊庄村
4,0,0,13,221,龍山里
6,4,0,14,221,和興村
6,9,0,14,221,永城里
5,0,0,19,221,和平里
1,0,0,6,222,湖元里
6,2,0,7,222,豐野里
2,0,0,9,222,福星里
6,5,0,9,222,進芬村
6,1,0,11,222,復興村
6,6,0,11,222,內湖村
6,8,0,11,222,大南村
3,0,0,12,222,墩東里
6,7,0,12,222,水尾村
4,0,0,13,222,溪南里
6,4,0,14,222,豐林村
6,9,0,14,222,空翔里
5,0,0,19,222,前峰里
1,0,0,6,223,安湖里
6,2,0,7,223,富岡里
2,0,0,9,223,福利里
6,5,0,9,223,同安村
6,1,0,11,223,英士村
6,6,0,11,223,和雅村
6,8,0,11,223,安靖村
3,0,0,12,223,墩西里
6,7,0,12,223,枋南村
4,0,0,13,223,七股里
6,4,0,14,223,新豐村
6,9,0,14,223,廣興里
5,0,0,19,223,劉厝里
1,0,0,6,224,秀湖里
6,2,0,7,224,富豐里
2,0,0,9,224,清和里
6,5,0,9,224,中崙村
6,1,0,11,224,樂水村
6,6,0,11,224,竹林村
6,8,0,11,224,永興村
3,0,0,12,224,墩南里
4,0,0,13,224,玉成里
6,7,0,13,224,崙東村
6,4,0,14,224,竹木村
6,9,0,14,224,勝利里
5,0,0,19,224,協和里
1,0,0,6,225,安泰里
6,2,0,7,225,員本里
2,0,0,9,225,永興里
6,5,0,9,225,大竹村
6,1,0,11,225,太平村
6,6,0,11,225,竹豐村
6,8,0,11,225,半天村
3,0,0,12,225,墩北里
4,0,0,13,225,大埕里
6,7,0,13,225,崙西村
6,9,0,14,225,斯文里
6,4,0,15,225,館中村
5,0,0,19,225,後協里
1,0,0,6,226,金湖里
6,2,0,7,226,三湖里
2,0,0,9,226,中山里
6,5,0,10,226,芳苑村
6,1,0,11,226,茂安村
6,6,0,11,226,鳳凰村
6,8,0,11,226,太平村
3,0,0,12,226,中和里
4,0,0,13,226,大寮里
6,7,0,13,226,來惠村
6,9,0,14,226,華山里
6,4,0,15,226,館東村
5,0,0,19,226,信義里
1,0,0,6,227,康寧里
6,2,0,7,227,頭湖里
2,0,0,9,227,大園里
6,5,0,10,227,芳中村
6,1,0,11,227,四季村
6,6,0,11,227,永隆村
6,8,0,11,227,太興村
3,0,0,12,227,舊社里
4,0,0,13,227,看坪里
6,7,0,13,227,三和村
6,9,0,14,227,溝美里
6,4,0,15,227,館南村
5,0,0,19,227,潭底里
1,0,0,6,228,明湖里
6,2,0,7,228,上湖里
2,0,0,9,228,國隆里
6,5,0,10,228,仁愛村
6,1,0,11,228,南山村
6,6,0,11,228,秀峰村
6,8,0,11,228,龍眼村
3,0,0,12,228,聯合里
4,0,0,13,228,樹林里
6,7,0,13,228,湳仔村
6,9,0,14,228,三山里
6,4,0,15,228,中義村
5,0,0,19,228,三和里
1,0,0,6,229,蘆洲里
6,2,0,7,229,上田里
2,0,0,9,229,重陽里
6,5,0,10,229,信義村
6,6,0,11,229,秀峰村、永隆村
6,8,0,11,229,碧湖村
3,0,0,12,229,太平里
6,1,0,12,229,東岳村
4,0,0,13,229,竹港里
6,7,0,13,229,田尾村
6,9,0,14,229,海豐里
6,4,0,15,229,玉泉村
5,0,0,19,229,仁壽里
1,0,0,6,230,麗山里
6,2,0,7,230,高山里
2,0,0,9,230,民生里
6,5,0,10,230,後寮村
6,6,0,11,230,清水村
6,8,0,11,230,瑞峰村
3,0,0,12,230,眉山里
6,1,0,12,230,南澳村
4,0,0,13,230,竹橋里
6,7,0,13,230,定安村
6,9,0,14,230,仁義里
6,4,0,15,230,大坑村
5,0,0,19,230,碧紅里
1,0,0,6,231,寶湖里
6,2,0,7,231,高上里
2,0,0,9,231,重新里
6,5,0,10,231,三合村
6,6,0,11,231,瑞田村
6,8,0,11,231,瑞里村
3,0,0,12,231,月眉里
6,1,0,12,231,碧候村
4,0,0,13,231,義合里
6,7,0,13,231,永定村
6,9,0,14,231,北興里
6,4,0,15,231,福基村
5,0,0,19,231,程香里
1,0,0,6,232,南湖里
6,2,0,7,232,青山里
2,0,0,9,232,正德里
6,5,0,10,232,永興村
6,8,0,11,232,太和村
3,0,0,12,232,公館里
6,1,0,12,232,金岳村
6,6,0,12,232,水里村
4,0,0,13,232,糠榔里
6,7,0,13,232,大華村
6,9,0,14,232,北勢里
6,4,0,15,232,福德村
5,0,0,19,232,竹圍里
1,0,0,7,233,南港里
6,2,0,7,233,高榮里
2,0,0,9,233,正義里
6,5,0,10,233,新街村
3,0,0,12,233,泰安里
6,1,0,12,233,武塔村
6,6,0,12,233,新城村
6,8,0,12,233,宮前村
4,0,0,13,233,永吉里
6,7,0,13,233,義庄村
6,9,0,14,233,中正里
6,4,0,15,233,福星村
5,0,0,19,233,台上里
1,0,0,7,234,中南里
6,2,0,7,234,雙榮里
2,0,0,9,234,正安里
6,5,0,10,234,路上村
6,1,0,12,234,金洋村
6,6,0,12,234,中央村
6,8,0,12,234,宮後村
3,0,0,13,234,神岡里
4,0,0,13,234,三股里
6,7,0,13,234,楊賢村
6,9,0,14,234,太平里
6,4,0,15,234,石墻村
5,0,0,19,234,灣裡里
1,0,0,7,235,三重里
6,2,0,7,235,新榮里
2,0,0,9,235,自強里
6,5,0,10,235,路平村
6,1,0,12,235,澳花村
6,6,0,12,235,城中村
6,8,0,12,235,大興村
3,0,0,13,235,庄前里
4,0,0,13,235,十份里
6,7,0,13,235,港後村
6,9,0,14,235,興樂里、明正里
6,4,0,15,235,開礦村
5,0,0,19,235,白米里
1,0,0,7,236,新富里
6,2,0,7,236,水美里
2,0,0,9,236,文化里
6,5,0,10,236,三成村
6,6,0,12,236,農富村
6,8,0,12,236,福德村
3,0,0,13,236,北庄里
6,7,0,13,236,大義村
4,0,0,14,236,東寧里
6,9,0,14,236,信和里
6,4,0,15,236,五谷村
5,0,0,19,236,石潭里
1,0,0,7,237,中研里
6,2,0,7,237,瑞原里
2,0,0,9,237,中央里
6,5,0,10,237,福榮村
6,6,0,12,237,車埕村
6,8,0,12,237,古民村
3,0,0,13,237,庄後里
6,7,0,13,237,油車村
4,0,0,14,237,忠仁里
6,9,0,14,237,和興里
6,4,0,15,237,玉谷村
5,0,0,19,237,福興里
1,0,0,7,238,九如里
6,2,0,8,238,後寮里
2,0,0,9,238,雙園里
6,5,0,10,238,頂廍村
6,6,0,12,238,新興村
6,8,0,12,238,中庄村
3,0,0,13,238,圳前里
6,7,0,13,238,大庄村
4,0,0,14,238,鎮山里
6,9,0,14,238,仁愛里
6,4,0,15,238,鶴岡村
5,0,0,19,238,本洲里
1,0,0,7,239,舊莊里
6,2,0,8,239,明德里
2,0,0,9,239,錦通里
6,5,0,10,239,王功村
6,6,0,12,239,北埔村
6,8,0,12,239,大潭村
3,0,0,13,239,圳堵里
6,7,0,13,239,庄西村
4,0,0,14,239,建南里
6,4,0,15,239,鶴山村
6,9,0,15,239,新田村
5,0,0,19,239,嘉興里
1,0,0,7,240,東新里
6,2,0,8,240,至善里
2,0,0,9,240,錦安里
6,5,0,10,240,博愛村
6,6,0,12,240,南光村
6,8,0,12,240,西庄村
3,0,0,13,240,新庄里
6,7,0,13,240,大同村
4,0,0,14,240,安西里
6,4,0,15,240,尖山村
6,9,0,15,240,麟頂村
5,0,0,19,240,嘉峰里
1,0,0,7,241,重陽里
6,2,0,8,241,龍慈里
2,0,0,9,241,長安里
6,5,0,10,241,和平村
6,6,0,12,241,鉅工村
6,8,0,12,241,月眉村
3,0,0,13,241,山皮里
6,7,0,13,241,復興村
4,0,0,14,241,六安里
6,4,0,15,241,仁安村
6,9,0,15,241,麟蹄村
5,0,0,19,241,華崗里
1,0,0,7,242,東明里
6,2,0,8,242,龍興里
2,0,0,9,242,光華里
6,5,0,10,242,興仁村
6,6,0,12,242,永豐村
6,8,0,12,242,月潭村
3,0,0,13,242,社口里
4,0,0,14,242,佳化里
6,7,0,14,242,振興里
6,4,0,15,242,南河村
6,9,0,15,242,麟趾村
5,0,0,19,242,大莊里
1,0,0,7,243,西新里
6,2,0,8,243,龍德里
2,0,0,9,243,長生里
6,5,0,10,243,民生村
6,6,0,12,243,民和村
6,8,0,12,243,溪北村
3,0,0,13,243,社南里
4,0,0,14,243,禮化里
6,7,0,14,243,大園里
6,4,0,15,243,北河村
6,9,0,15,243,田中村
5,0,0,19,243,協榮里
1,0,0,7,244,玉成里
6,2,0,8,244,龍岡里
2,0,0,9,244,開元里
6,5,0,10,244,新寶村
6,6,0,12,244,頂崁村
6,8,0,12,244,菜公村
3,0,0,13,244,三角里
4,0,0,14,244,興化里
6,7,0,14,244,廣福里
6,9,0,15,244,田心村
6,4,0,16,244,大湖村
5,0,0,19,244,為隨里
1,0,0,7,245,合成里
6,2,0,8,245,龍東里
2,0,0,9,245,大德里
6,5,0,10,245,五俊村
6,6,0,12,245,新山村
6,8,0,12,245,中洋村
3,0,0,13,245,大社里
4,0,0,14,245,營頂里
6,7,0,14,245,正興里
6,9,0,15,245,田道村
6,4,0,16,245,明湖村
5,0,0,19,245,壽峰里
1,0,0,7,246,新光里
6,2,0,8,246,龍昌里
2,0,0,9,246,長元里
6,5,0,10,246,草湖村
6,6,0,12,246,郡坑村
6,8,0,12,246,三間村
3,0,0,13,246,岸裡里
4,0,0,14,246,溪州里
6,7,0,14,246,永安里
6,4,0,16,246,大寮村
6,9,0,16,246,香社村
5,0,0,19,246,仁義里
1,0,0,7,247,聯成里
6,2,0,8,247,龍平里
2,0,0,9,247,長江里
6,5,0,10,247,建平村
6,6,0,12,247,上安村
6,8,0,12,247,安和村
3,0,0,13,247,豐洲里
4,0,0,14,247,海澄里
6,7,0,14,247,中和里
6,4,0,16,247,靜湖村
6,9,0,16,247,新庄村
5,0,0,20,247,光和里
1,0,0,7,248,萬福里
6,2,0,8,248,仁美里
2,0,0,9,248,長泰里
6,5,0,10,248,崙腳村
6,6,0,12,248,興隆村
6,8,0,12,248,潭大村
3,0,0,13,248,神洲里
4,0,0,14,248,漳洲里
6,7,0,14,248,福興里
6,4,0,16,248,富興村
6,9,0,16,248,新鐘村
5,0,0,20,248,彌靖里
1,0,0,7,249,鴻福里
6,2,0,8,249,仁福里
2,0,0,9,249,長福里
6,5,0,10,249,文津村
6,6,0,12,249,永興村
6,8,0,12,249,南港村
3,0,0,13,249,溪洲里
4,0,0,14,249,頂廍里
6,7,0,14,249,光華里
6,4,0,16,249,大南村
6,9,0,16,249,水仙村
5,0,0,20,249,彌仁里
1,0,0,7,250,百福里
6,2,0,8,250,華愛里
2,0,0,9,250,介壽里
6,5,0,10,250,新生村
6,6,0,12,250,玉峰村
6,8,0,12,250,板頭村
3,0,0,14,250,上雅里
4,0,0,14,250,嘉福里
6,7,0,14,250,中興里
6,4,0,16,250,南湖村
6,9,0,16,250,興全村
5,0,0,20,250,彌壽里
1,0,0,7,251,成福里
6,2,0,8,251,普仁里
2,0,0,9,251,萬壽里
6,5,0,10,251,漢寶村
6,8,0,12,251,共和村
6,6,0,13,251,明德村
3,0,0,14,251,大雅里
4,0,0,14,251,通興里
6,7,0,14,251,漢光里
6,4,0,16,251,東興村
6,9,0,16,251,興安村
5,0,0,20,251,彌陀里
1,0,0,7,252,仁福里
6,2,0,8,252,普忠里
2,0,0,9,252,錦江里
6,5,0,11,252,豐田里
6,8,0,12,252,埤子村
6,6,0,13,252,愛國村
3,0,0,14,252,文雅里
4,0,0,14,252,蚶寮里
6,7,0,14,252,新安里
6,4,0,16,252,武榮村
6,9,0,16,252,甘棠村
5,0,0,20,252,舊港里
1,0,0,8,253,福星里
6,2,0,8,253,普強里
2,0,0,9,253,龍濱里
6,5,0,11,253,東和里
6,8,0,12,253,南崙村
6,6,0,13,253,自強村
3,0,0,14,253,三和里
4,0,0,14,253,龍安里
6,7,0,14,253,新豐里
6,4,0,16,253,義和村
6,9,0,16,253,萬惠村
5,0,0,20,253,文安里
1,0,0,8,254,萬壽里
6,2,0,8,254,普慶里
2,0,0,9,254,龍門里
6,5,0,11,254,南光里
6,8,0,12,254,北崙村
6,6,0,13,254,豐丘村
3,0,0,14,254,二和里
4,0,0,14,254,民安里
6,7,0,14,254,大新里
6,4,0,16,254,栗林村
6,9,0,16,254,萬全村
5,0,0,20,254,過港里
1,0,0,8,255,西門里
6,2,0,8,255,信義里
2,0,0,9,255,秀江里
6,5,0,11,255,西平里
6,8,0,12,255,海瀛村
6,6,0,13,255,新鄉村
3,0,0,14,255,四德里
4,0,0,14,255,子龍里
6,7,0,14,255,埤頭里
6,4,0,16,255,新開村
6,9,0,16,255,萬後村
5,0,0,20,255,鹽埕里
1,0,0,8,256,新起里
6,2,0,8,256,正義里
2,0,0,9,256,奕壽里
6,5,0,11,256,北平里
6,6,0,13,256,羅娜村
6,8,0,13,256,東榮村
3,0,0,14,256,西寶里
4,0,0,14,256,三協里
6,7,0,14,256,東興里
6,9,0,16,256,萬安村
6,4,0,17,256,八卦村
5,0,0,20,256,海尾里
1,0,0,8,257,菜園里
6,2,0,8,257,普義里
2,0,0,9,257,三安里
6,5,0,11,257,中西里
6,6,0,13,257,望美村
6,8,0,13,257,中樂村
3,0,0,14,257,上楓里
6,7,0,14,257,鹿場里
4,0,0,15,257,穀興里
6,9,0,16,257,萬生村
6,4,0,17,257,錦水村
5,0,0,20,257,漯底里
1,0,0,8,258,青山里
6,2,0,8,258,德義里
2,0,0,9,258,福安里
6,5,0,11,258,廣興里
6,6,0,13,258,同富村
6,8,0,13,258,西安村
3,0,0,14,258,大楓里
6,7,0,14,258,廣興里
4,0,0,15,258,保安里
6,9,0,16,258,寶厝村
6,4,0,17,258,清安村
5,0,0,20,258,南寮里
1,0,0,8,259,富民里
6,2,0,8,259,仁義里
2,0,0,9,259,信安里
6,5,0,11,259,香田里
6,6,0,13,259,神木村
6,8,0,13,259,寮頂村
3,0,0,14,259,雅楓里
6,7,0,14,259,頂湳里
4,0,0,15,259,東角里
6,9,0,16,259,四維村
6,4,0,17,259,大興村
5,0,0,21,259,梓信里
1,0,0,8,260,福音里
6,2,0,8,260,忠義里
2,0,0,9,260,安慶里
6,5,0,11,260,外竹里
6,6,0,13,260,東埔村
6,8,0,13,260,福權村
3,0,0,14,260,員林里
6,7,0,14,260,吳厝里
4,0,0,15,260,晉江里
6,9,0,16,260,竹林村
6,4,0,17,260,中興村
5,0,0,21,260,梓義里
1,0,0,8,261,仁德里
6,2,0,8,261,中興里
2,0,0,9,261,幸福里
6,5,0,11,261,興華里
6,6,0,13,261,人和村
6,8,0,13,261,東湖村
3,0,0,14,261,六寶里
6,7,0,14,261,九隆里
4,0,0,15,261,巷口里
6,9,0,16,261,水泉村
6,4,0,17,261,梅園村
5,0,0,21,261,梓和里
1,0,0,8,262,富福里
6,2,0,8,262,自立里
2,0,0,9,262,六合里
6,5,0,11,262,東興里
6,6,0,13,262,地利村
6,8,0,13,262,頂崙村
3,0,0,14,262,秀山里
6,7,0,14,262,下湳里
4,0,0,15,262,中興里
6,9,0,16,262,田厝村
6,4,0,17,262,象鼻村
5,0,0,21,262,梓平里
1,0,0,8,263,柳鄉里
6,2,0,8,263,自信里
2,0,0,9,263,六福里
6,5,0,11,263,後厝里
6,6,0,13,263,雙龍村
6,8,0,13,263,菁埔村
3,0,0,14,263,橫山里
6,7,0,14,263,七座里
4,0,0,15,263,興農里
6,9,0,16,263,崙頂村
6,4,0,17,263,士林村
5,0,0,21,263,中崙里
1,0,0,8,264,華江里
6,2,0,8,264,莊敬里
2,0,0,9,264,順德里
6,5,0,11,264,頂厝里
6,6,0,13,264,潭南村
6,8,0,13,264,中和村
3,0,0,14,264,忠義里
6,7,0,14,264,公舘里
4,0,0,15,264,新建里
6,9,0,16,264,厦北村
6,4,0,18,264,老庄里
5,0,0,21,264,同安里
1,0,0,8,265,糖廍里
6,2,0,8,265,自治里
2,0,0,9,265,承德里
6,5,0,11,265,趙甲里
6,8,0,13,265,平和村
6,7,0,14,265,詔安里
3,0,0,15,265,潭秀里
4,0,0,15,265,油車里
6,9,0,16,265,厦南村
6,4,0,18,265,新榮里
5,0,0,21,265,大舍里
1,0,0,8,266,綠堤里
6,2,0,8,266,內壢里
2,0,0,9,266,瑞德里
6,5,0,11,266,振興里
6,8,0,13,266,西昌村
6,7,0,14,266,河南里
3,0,0,15,266,潭北里
4,0,0,15,266,北勢里
6,9,0,16,266,後村村
6,4,0,18,266,中街里
5,0,0,21,266,赤崁里
1,0,0,8,267,頂碩里
6,2,0,8,267,成功里
2,0,0,9,267,崇德里
6,5,0,11,267,萬興里
6,8,0,13,267,豊收村
6,7,0,14,267,安定里
3,0,0,15,267,潭陽里
4,0,0,15,267,大埕里
6,9,0,16,267,灣內村
6,4,0,18,267,新厝里
5,0,0,21,267,赤東里
1,0,0,8,268,雙園里
6,2,0,8,268,福德里
2,0,0,9,268,厚德里
6,5,0,11,268,永興里
6,8,0,13,268,三興村
6,7,0,14,268,福田里
3,0,0,15,268,福仁里
4,0,0,15,268,總榮里
6,9,0,16,268,上村村
6,4,0,18,268,豐田里
5,0,0,21,268,赤西里
1,0,0,8,269,和平里
6,2,0,8,269,中原里
2,0,0,9,269,維德里
6,5,0,11,269,西庄里
6,8,0,13,269,東興村
3,0,0,15,269,頭家里
4,0,0,15,269,龍泉里
6,7,0,15,269,莿桐村
6,9,0,16,269,加興村
6,4,0,18,269,西坪里
5,0,0,21,269,禮蚵里
1,0,0,8,270,和德里
6,2,0,8,270,忠孝里
2,0,0,9,270,尚德里
6,5,0,11,270,梅芳里
6,8,0,13,270,鎮北村
3,0,0,15,270,頭家東里
4,0,0,15,270,南勢里
6,7,0,15,270,甘厝村
6,9,0,16,270,社口村
6,4,0,18,270,苗豐里
5,0,0,21,270,智蚵里
1,0,0,8,271,全德里
6,2,0,8,271,復興里
2,0,0,9,271,培德里
6,5,0,11,271,華崙里
6,8,0,13,271,北斗村
3,0,0,15,271,家興里
4,0,0,15,271,寮廍里
6,7,0,15,271,甘西村
6,9,0,16,271,磚寮村
6,4,0,18,271,上新里
5,0,0,21,271,信蚵里
1,0,0,8,272,日善里
6,2,0,8,272,復華里
2,0,0,9,272,立德里
6,5,0,11,272,萬合里
6,8,0,13,272,雙福村
3,0,0,15,272,家福里
4,0,0,15,272,小埤里
6,7,0,15,272,興桐村
6,9,0,16,272,社皮村
6,4,0,18,272,內灣里
5,0,0,21,272,茄苳里
1,0,0,8,273,壽德里
6,2,0,8,273,文化里
2,0,0,9,273,永德里
6,5,0,11,273,東勢里
6,8,0,13,273,福樂村
3,0,0,15,273,甘蔗里
4,0,0,15,273,埤頭里
6,7,0,15,273,義和村
6,9,0,16,273,社中村
6,4,0,18,273,坪林里
5,0,0,21,273,典寶里
1,0,0,8,274,忠德里
6,2,0,8,274,和平里
2,0,0,9,274,永煇里
6,5,0,11,274,大永里
6,8,0,13,274,大崎村
3,0,0,15,274,東寶里
4,0,0,15,274,大山里
6,7,0,15,274,埔子村
6,9,0,16,274,社上村
6,4,0,18,274,景山里
5,0,0,22,274,橋頭里
1,0,0,8,275,錦德里
6,2,0,8,275,內定里
2,0,0,9,275,永發里
6,5,0,11,275,原斗里
6,8,0,13,275,秀林村
3,0,0,15,275,大富里
4,0,0,15,275,海埔里
6,7,0,15,275,大美村
6,9,0,16,275,廣安村
5,0,0,22,275,橋南里
1,0,0,8,276,銘德里
6,2,0,8,276,石頭里
2,0,0,9,276,永盛里
6,5,0,11,276,西斗里
6,8,0,13,276,松山村
3,0,0,15,276,大豐里
4,0,0,15,276,莊禮里
6,7,0,15,276,埔尾村
6,9,0,17,276,瓦磘村
5,0,0,22,276,仕隆里
1,0,0,8,277,孝德里
6,2,0,8,277,中央里
2,0,0,9,277,永吉里
6,5,0,11,277,東華里
6,8,0,13,277,興中村
3,0,0,15,277,栗林里
4,0,0,15,277,港尾里
6,7,0,15,277,興貴村
6,9,0,17,277,仙吉村
5,0,0,22,277,仕豐里
1,0,0,8,278,保德里
6,2,0,8,278,新興里
2,0,0,9,278,永安里
6,5,0,11,278,復豐里
6,8,0,13,278,興南村
3,0,0,15,278,嘉仁里
4,0,0,15,278,麻口里
6,7,0,15,278,饒平村
6,9,0,17,278,田洋村
5,0,0,22,278,芋寮里
1,0,0,8,279,榮德里
6,2,0,8,279,林森里
2,0,0,9,279,永豐里
6,5,0,12,279,埔鹽村
6,8,0,13,279,金興村
3,0,0,15,279,新田里
4,0,0,15,279,安東里
6,7,0,15,279,四合村
6,9,0,17,279,港墘村
5,0,0,22,279,東林里
1,0,0,8,280,華中里
6,2,0,8,280,振興里
2,0,0,9,280,溪美里
6,5,0,12,280,埔南村
6,8,0,13,280,福興村
3,0,0,15,280,聚興里
4,0,0,15,280,安業里
6,7,0,15,280,麻園村
6,9,0,17,280,內庄村
5,0,0,22,280,西林里
1,0,0,8,281,興德里
6,2,0,8,281,東興里
2,0,0,9,281,福隆里
6,5,0,12,281,廍子村
6,8,0,13,281,文隆村
4,0,0,15,281,安西里
6,7,0,15,281,五華村
3,0,0,16,281,西安里
6,9,0,17,281,新東村
5,0,0,22,281,白樹里
1,0,0,8,282,日祥里
6,2,0,8,282,健行里
2,0,0,9,282,五常里
6,5,0,12,282,出水村
6,8,0,13,282,山中村
4,0,0,15,282,謝安里
6,7,0,15,282,六合村
3,0,0,16,282,至善里
6,9,0,17,282,新園村
5,0,0,22,282,筆秀里
1,0,0,8,283,忠貞里
6,2,0,8,283,水尾里
2,0,0,9,283,仁忠里
6,5,0,12,283,南港村
6,8,0,13,283,中央村
4,0,0,15,283,中民里
3,0,0,16,283,西平里
6,7,0,16,283,林南村
6,9,0,17,283,港西村
5,0,0,22,283,新莊里
1,0,0,8,284,新忠里
6,2,0,8,284,金華里
2,0,0,9,284,福樂里
6,5,0,12,284,打廉村
6,8,0,14,284,竹崎村
4,0,0,15,284,安正里
3,0,0,16,284,西墩里
6,7,0,16,284,林中村
6,9,0,17,284,五房村
5,0,0,22,284,甲北里
1,0,0,8,285,新和里
6,2,0,8,285,忠福里
2,0,0,9,285,五順里
6,5,0,12,285,豐澤村
6,8,0,14,285,和平村
4,0,0,15,285,磚井里
3,0,0,16,285,潮洋里
6,7,0,16,285,林北村
6,9,0,17,285,烏龍村
5,0,0,22,285,甲南里
1,0,0,8,286,新安里
6,2,0,8,286,幸福里
2,0,0,10,286,海山里
6,5,0,12,286,崑崙村
6,8,0,14,286,坑頭村
3,0,0,16,286,龍潭里
4,0,0,16,286,東關里
6,7,0,16,286,坪頂村
6,9,0,17,286,興龍村
5,0,0,22,286,頂鹽里
1,0,0,8,287,凌霄里
6,2,0,8,287,永福里
2,0,0,10,287,全安里
6,5,0,12,287,角樹村
6,8,0,14,287,沙坑村
3,0,0,16,287,惠來里
4,0,0,16,287,坐駕里
6,7,0,16,287,林茂村
6,9,0,17,287,中洲村
5,0,0,22,287,中崎里
1,0,0,8,288,騰雲里
6,2,0,8,288,青埔里
2,0,0,10,288,全泰里
6,5,0,12,288,瓦磘村
6,8,0,14,288,獅埜村
3,0,0,16,288,上石里
4,0,0,16,288,光文里
6,7,0,16,288,九芎村
6,9,0,17,288,南龍村
5,0,0,22,288,仕和里
6,2,0,8,289,新街里
1,0,0,9,289,永功里
2,0,0,10,289,忠孝里
6,5,0,12,289,好修村
6,8,0,14,289,義和村
3,0,0,16,289,上安里
4,0,0,16,289,文昌里
6,7,0,16,289,湖本村
6,9,0,17,289,鹽埔村
5,0,0,22,289,德松里
6,2,0,8,290,興南里
1,0,0,9,290,永昌里
2,0,0,10,290,文衡里
6,5,0,12,290,西湖村
6,8,0,14,290,義仁村
3,0,0,16,290,上德里
4,0,0,16,290,南關里
6,7,0,16,290,烏塗村
6,9,0,17,290,共和村
5,0,0,22,290,三德里
6,2,0,8,291,興國里
1,0,0,9,291,龍興里
2,0,0,10,291,文聖里
6,5,0,12,291,大有村
6,8,0,14,291,灣橋村
3,0,0,16,291,逢甲里
4,0,0,16,291,西關里
6,7,0,16,291,烏麻村
6,9,0,18,291,崁頂村
5,0,0,23,291,清豐里
6,2,0,8,292,興平里
1,0,0,9,292,忠勤里
2,0,0,10,292,興漢里
6,5,0,12,292,新興村
6,8,0,14,292,鹿滿村
3,0,0,16,292,逢福里
4,0,0,16,292,北關里
6,7,0,16,292,重興村
6,9,0,18,292,園寮村
5,0,0,23,292,東寧里
6,2,0,8,293,興和里
1,0,0,9,293,廈安里
2,0,0,10,293,榮和里
6,5,0,12,293,永平村
6,8,0,14,293,紫雲村
3,0,0,16,293,鵬程里
4,0,0,16,293,文正里
6,7,0,17,293,信義里
6,9,0,18,293,力社村
5,0,0,23,293,五常里
6,2,0,8,294,永興里
1,0,0,9,294,愛國里
2,0,0,10,294,文德里
6,5,0,12,294,永樂村
6,8,0,14,294,內埔村
3,0,0,16,294,何厝里
4,0,0,16,294,胡家里
6,7,0,17,294,四維里
6,9,0,18,294,圍內村
5,0,0,23,294,享平里
6,2,0,8,295,中壢里
1,0,0,9,295,南門里
2,0,0,10,295,文明里
6,5,0,12,295,石埤村
6,8,0,14,295,昇平村
3,0,0,16,295,何明里
4,0,0,16,295,胡厝里
6,7,0,17,295,太平里
6,9,0,18,295,洲子村
5,0,0,23,295,中陽里
6,2,0,8,296,中榮里
1,0,0,9,296,龍光里
2,0,0,10,296,化成里
6,5,0,12,296,天盛村
6,8,0,14,296,桃源村
3,0,0,16,296,何南里
4,0,0,16,296,什乃里
6,7,0,17,296,中和里
6,9,0,18,296,北勢村
5,0,0,23,296,惠楠里
6,2,0,8,297,中建里
1,0,0,9,297,南福里
2,0,0,10,297,頭前里
6,5,0,12,297,太平村
6,8,0,14,297,白杞村
3,0,0,16,297,何成里
4,0,0,16,297,溪美里
6,7,0,17,297,光興里
6,9,0,18,297,越溪村
5,0,0,23,297,惠民里
6,2,0,8,298,舊明里
1,0,0,9,298,龍福里
2,0,0,10,298,福基里
6,5,0,12,298,新水村
