V1,V2,V3,V4,V5,PollN,VotesGot,CanNames,PParty
3,1,0,6,499,1172,787,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,500,1173,158,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,500,1173,679,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,500,1174,225,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,500,1174,727,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,500,1175,196,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,500,1175,589,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,501,1176,240,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,501,1176,649,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,501,1177,124,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,501,1177,499,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,502,1178,230,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,502,1178,801,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,502,1179,226,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,502,1179,809,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,503,1180,194,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,503,1180,599,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,503,1181,217,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,503,1181,686,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,503,1182,245,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,503,1182,773,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,504,1183,350,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,504,1183,881,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,504,1184,276,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,504,1184,831,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,505,1185,206,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,505,1185,666,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,505,1186,243,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,505,1186,815,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,505,1187,209,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,505,1187,606,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,506,1188,243,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,506,1188,692,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,506,1189,237,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,506,1189,843,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,507,1190,234,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,507,1190,1156,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,507,1191,291,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,507,1191,1107,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,508,1192,303,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,508,1192,230,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,508,1193,291,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,508,1193,1196,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,508,1194,259,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,508,1194,1226,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,509,1195,157,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,509,1195,479,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,510,1196,313,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,510,1196,992,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,510,1197,259,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,510,1197,959,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,510,1198,257,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,510,1198,754,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,511,1199,178,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,511,1199,639,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,511,1200,160,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,511,1200,609,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,511,1201,165,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,511,1201,670,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,512,1202,272,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,512,1202,729,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,512,1203,275,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,512,1203,643,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,512,1204,267,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,512,1204,691,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,513,1205,375,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,513,1205,955,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,513,1206,349,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,513,1206,902,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,514,1207,457,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,514,1207,993,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,514,1208,413,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,514,1208,1116,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,515,1209,308,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,515,1209,885,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,515,1210,288,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,515,1210,946,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,515,1211,323,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,515,1211,902,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,516,1212,402,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,516,1212,703,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,516,1213,371,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,516,1213,965,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,517,1214,249,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,517,1214,747,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,517,1215,335,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,517,1215,881,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,517,1216,281,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,517,1216,770,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,518,1217,322,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,518,1217,666,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,518,1218,236,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,518,1218,505,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,518,1219,199,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,518,1219,848,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,518,1220,273,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,518,1220,987,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,519,1221,316,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,519,1221,902,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,519,1222,286,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,519,1222,948,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,519,1223,326,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,519,1223,932,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,520,1224,259,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,520,1224,811,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,520,1225,261,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,520,1225,643,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,520,1226,333,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,520,1226,776,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,520,1227,479,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,520,1227,1012,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,521,1228,221,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,521,1228,776,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,521,1229,254,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,521,1229,887,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,522,1230,74,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,522,1230,868,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,522,1231,76,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,522,1231,844,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,523,1232,362,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,523,1232,820,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,523,1233,181,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,523,1233,745,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,524,1234,221,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,524,1234,671,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,524,1235,241,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,524,1235,632,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,525,1236,360,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,525,1236,686,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,526,1237,615,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,526,1237,978,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,527,1238,331,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,527,1238,903,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,527,1239,425,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,527,1239,840,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,527,1240,433,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,527,1240,755,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,527,1241,367,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,527,1241,907,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,528,1242,379,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,528,1242,946,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,528,1243,430,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,528,1243,828,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,528,1244,403,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,528,1244,767,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,529,1245,358,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,529,1245,834,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,529,1246,325,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,529,1246,658,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,529,1247,335,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,529,1247,690,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,530,1248,278,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,530,1248,1020,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,530,1249,356,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,530,1249,874,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,531,1250,296,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,531,1250,764,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,531,1251,286,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,531,1251,865,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,531,1252,385,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,531,1252,713,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,532,1253,435,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,532,1253,730,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,532,1254,347,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,532,1254,833,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,532,1255,411,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,532,1255,846,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,532,1256,306,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,532,1256,977,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,532,1257,300,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,532,1257,943,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,533,1258,388,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,533,1258,1089,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,533,1259,302,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,533,1259,995,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,534,1260,476,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,534,1260,911,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,534,1261,327,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,534,1261,811,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,534,1262,470,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,534,1262,794,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,535,1263,261,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,535,1263,964,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,535,1264,189,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,535,1264,806,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,536,1265,251,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,536,1265,938,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,536,1266,170,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,536,1266,778,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,537,1267,228,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,537,1267,752,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,537,1268,275,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,537,1268,1076,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,538,1269,290,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,538,1269,508,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,538,1270,303,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,538,1270,547,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,538,1271,425,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,538,1271,805,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,538,1272,315,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,538,1272,443,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,539,1273,157,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,539,1273,618,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,539,1274,232,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,539,1274,716,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,539,1275,156,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,539,1275,507,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,539,1276,238,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,539,1276,892,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,539,1277,207,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,539,1277,857,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,540,1278,516,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,540,1278,772,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,540,1279,284,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,540,1279,747,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,540,1280,359,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,540,1280,709,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,541,1281,296,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,541,1281,1033,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,541,1282,309,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,541,1282,916,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,541,1283,245,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,541,1283,929,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,542,1284,148,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,542,1284,641,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,542,1285,190,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,542,1285,754,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,542,1286,211,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,542,1286,908,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,543,1287,391,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,543,1287,176,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,544,1288,371,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
3,1,0,6,544,1288,1033,"馬英九 Ma Ying-jeou,蕭萬長 Vincent Siew",Kuo.Min.Tang
3,1,0,6,545,1289,478,"謝長廷 Frank Hsieh,蘇貞昌 Su Tseng-chang",Dem.Prog.Party
